,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Army,13,196,112,57.14
1,2,Boise State,13,201,106,52.74
2,3,Alabama,15,165,86,52.12
3,4,Oklahoma,14,140,71,50.71
4,5,UCF,13,175,88,50.29
5,6,Virginia,13,171,84,49.12
6,7,Cincinnati,13,197,96,48.73
7,8,Ohio,13,156,76,48.72
8,9,Michigan,13,185,90,48.65
9,10,Georgia,14,162,77,47.53
10,11,North Carolina State,13,184,87,47.28
11,12,Texas Tech,12,182,86,47.25
12,13,Memphis,14,191,90,47.12
13,14,Louisiana-Lafayette,14,181,85,46.96
14,14,Utah State,13,181,85,46.96
15,16,Florida International,13,173,81,46.82
16,17,Ohio State,14,204,95,46.57
17,18,Texas,14,207,96,46.38
18,18,Missouri,13,207,96,46.38
19,20,Clemson,15,202,93,46.04
20,21,Houston,13,194,89,45.88
21,22,Washington,14,194,88,45.36
22,23,Oklahoma State,13,194,87,44.85
23,24,UAB,14,190,85,44.74
24,25,Fresno State,14,184,82,44.57
25,26,Georgia Tech,13,164,72,43.90
26,27,Arizona,12,181,79,43.65
27,28,West Virginia,12,156,68,43.59
28,29,Baylor,13,184,80,43.48
29,30,Iowa,13,191,83,43.46
30,31,Washington State,13,173,75,43.35
31,32,Notre Dame,13,193,83,43.01
32,33,Tulsa,12,200,86,43.00
33,34,Oregon,13,196,84,42.86
34,34,Colorado State,12,189,81,42.86
35,36,Ball State,12,190,81,42.63
36,37,Duke,13,205,87,42.44
37,38,Buffalo,14,198,84,42.42
38,39,Indiana,12,184,78,42.39
39,40,Connecticut,12,177,75,42.37
40,41,South Carolina,13,168,71,42.26
41,42,Coastal Carolina,12,147,62,42.18
42,43,Charlotte,12,178,75,42.13
43,44,Appalachian State,13,169,71,42.01
44,45,Wake Forest,13,229,96,41.92
45,46,Liberty,12,191,80,41.88
46,47,Arizona State,13,180,75,41.67
47,48,Florida,13,173,72,41.62
48,49,Mississippi State,13,171,71,41.52
49,50,Air Force,12,169,70,41.42
50,51,Wisconsin,13,155,64,41.29
51,52,Texas A&M,13,170,70,41.18
52,53,Louisiana-Monroe,12,154,63,40.91
53,54,Miami (Florida),13,177,72,40.68
54,55,Georgia State,12,161,65,40.37
55,56,Marshall,13,189,76,40.21
56,57,LSU,13,205,82,40.00
57,57,Arkansas State,13,200,80,40.00
58,57,Maryland,12,160,64,40.00
59,60,Louisiana Tech,13,188,75,39.89
60,61,Syracuse,13,211,84,39.81
61,62,Minnesota,13,166,66,39.76
62,63,Kentucky,13,161,64,39.75
63,64,Iowa State,13,169,67,39.64
64,65,Stanford,13,170,67,39.41
65,66,Kansas,12,179,70,39.11
66,67,Bowling Green,12,177,69,38.98
67,68,Western Kentucky,12,185,72,38.92
68,68,Temple,13,185,72,38.92
69,70,Georgia Southern,13,157,61,38.85
70,71,Northwestern,14,222,86,38.74
71,72,Purdue,13,181,70,38.67
72,73,Kansas State,12,169,65,38.46
73,74,Tennessee,12,157,60,38.22
74,75,Troy,13,181,69,38.12
75,76,Navy,13,184,70,38.04
76,77,Middle Tennessee,14,201,76,37.81
77,78,UCLA,12,175,66,37.71
78,79,Utah,14,199,75,37.69
79,80,South Florida,13,195,73,37.44
80,81,Miami (Ohio),12,179,67,37.43
81,82,UNLV,12,190,71,37.37
82,83,Virginia Tech,13,193,72,37.31
83,84,North Texas,13,177,66,37.29
84,85,New Mexico,12,161,60,37.27
85,86,Nebraska,12,156,58,37.18
86,87,Penn State,13,175,65,37.14
87,88,USC,12,167,62,37.13
88,89,Toledo,13,176,65,36.93
89,90,BYU,13,168,62,36.90
90,91,Auburn,13,179,66,36.87
91,92,Vanderbilt,13,163,60,36.81
92,93,TCU,13,193,71,36.79
93,94,Wyoming,12,174,64,36.78
94,94,Old Dominion,12,174,64,36.78
95,96,Massachusetts,12,158,58,36.71
96,97,Pittsburgh,14,183,67,36.61
97,98,Western Michigan,13,189,69,36.51
98,99,Oregon State,12,195,71,36.41
99,100,New Mexico State,12,196,71,36.22
100,101,East Carolina,12,221,80,36.20
101,102,Colorado,12,183,66,36.07
102,103,Northern Illinois,14,211,76,36.02
103,104,Southern Mississippi,11,153,55,35.95
104,105,Louisville,12,166,59,35.54
105,106,Tulane,13,189,67,35.45
106,107,California,13,192,68,35.42
107,108,UTEP,12,164,58,35.37
108,109,Mississippi,12,156,55,35.26
109,110,South Alabama,12,177,62,35.03
110,111,San Diego State,13,180,63,35.00
111,112,Illinois,12,168,58,34.52
112,112,North Carolina,11,168,58,34.52
113,114,Kent State,12,199,68,34.17
114,115,Boston College,12,186,63,33.87
115,116,Michigan State,13,206,69,33.50
116,117,Eastern Michigan,13,181,60,33.15
117,117,Hawai'i,14,178,59,33.15
118,119,Florida Atlantic,12,169,56,33.14
119,120,SMU,12,185,61,32.97
120,121,San Jose State,12,186,61,32.80
121,122,UTSA,12,172,56,32.56
122,123,Nevada,13,185,60,32.43
123,124,Rutgers,12,173,56,32.37
124,125,Texas State,12,166,53,31.93
125,126,Arkansas,12,168,52,30.95
126,127,Central Michigan,12,189,55,29.10
127,127,Florida State,12,189,55,29.10
128,129,Akron,12,169,49,28.99
129,130,Rice,13,195,56,28.72
