,Rank,Name,G,Fumbles,Fumbles Lost,Fumble Lost %
0,1,Northwestern,14,8,3,37.50
1,1,Mississippi State,13,9,3,33.33
2,1,Michigan,13,10,3,30.00
3,1,Louisiana-Lafayette,14,14,3,21.43
4,5,Notre Dame,13,10,4,40.00
5,5,Stanford,13,11,4,36.36
6,5,UAB,14,11,4,36.36
7,5,Arizona State,13,17,4,23.53
8,9,Mississippi,12,10,5,50.00
9,9,Appalachian State,13,10,5,50.00
10,9,Miami (Ohio),12,11,5,45.45
11,9,Washington State,13,11,5,45.45
12,9,Washington,14,11,5,45.45
13,9,Army,13,12,5,41.67
14,9,Georgia Southern,13,13,5,38.46
15,9,Texas,14,16,5,31.25
16,9,Boise State,13,16,5,31.25
17,9,Florida International,13,17,5,29.41
18,19,Wake Forest,13,8,6,75.00
19,19,Oklahoma,14,9,6,66.67
20,19,Arkansas State,13,11,6,54.55
21,19,Liberty,12,12,6,50.00
22,19,Western Kentucky,12,13,6,46.15
23,19,Colorado State,12,14,6,42.86
24,19,San Jose State,12,14,6,42.86
25,19,Temple,13,14,6,42.86
26,19,Syracuse,13,15,6,40.00
27,19,Purdue,13,15,6,40.00
28,19,Florida Atlantic,12,16,6,37.50
29,19,Virginia Tech,13,20,6,30.00
30,19,Baylor,13,22,6,27.27
31,32,Texas Tech,12,12,7,58.33
32,32,Iowa,13,12,7,58.33
33,32,Charlotte,12,12,7,58.33
34,32,Rice,13,12,7,58.33
35,32,South Carolina,13,13,7,53.85
36,32,Rutgers,12,14,7,50.00
37,32,Wyoming,12,15,7,46.67
38,32,West Virginia,12,15,7,46.67
39,32,UCLA,12,15,7,46.67
40,32,UNLV,12,15,7,46.67
41,32,Memphis,14,16,7,43.75
42,32,Alabama,15,16,7,43.75
43,32,UCF,13,16,7,43.75
44,32,North Carolina State,13,16,7,43.75
45,32,Toledo,13,17,7,41.18
46,32,Buffalo,14,17,7,41.18
47,32,Kansas,12,17,7,41.18
48,32,Missouri,13,18,7,38.89
49,32,SMU,12,21,7,33.33
50,32,Colorado,12,23,7,30.43
51,52,LSU,13,10,8,80.00
52,52,UTSA,12,12,8,66.67
53,52,Old Dominion,12,12,8,66.67
54,52,Indiana,12,13,8,61.54
55,52,Middle Tennessee,14,14,8,57.14
56,52,Vanderbilt,13,15,8,53.33
57,52,Fresno State,14,16,8,50.00
58,52,Louisiana Tech,13,16,8,50.00
59,52,Florida,13,17,8,47.06
60,52,Arkansas,12,18,8,44.44
61,52,North Texas,13,20,8,40.00
62,52,Kentucky,13,20,8,40.00
63,52,Georgia,14,21,8,38.10
64,52,Michigan State,13,26,8,30.77
65,52,Auburn,13,26,8,30.77
66,67,New Mexico State,12,12,9,75.00
67,67,Central Michigan,12,14,9,64.29
68,67,Bowling Green,12,15,9,60.00
69,67,UTEP,12,17,9,52.94
70,67,Ohio State,14,17,9,52.94
71,67,Oklahoma State,13,18,9,50.00
72,67,Northern Illinois,14,18,9,50.00
73,67,Clemson,15,19,9,47.37
74,67,New Mexico,12,19,9,47.37
75,67,North Carolina,11,19,9,47.37
76,67,Texas A&M,13,19,9,47.37
77,67,Hawai'i,14,20,9,45.00
78,67,Arizona,12,21,9,42.86
79,67,Oregon State,12,23,9,39.13
80,67,Maryland,12,24,9,37.50
81,82,Iowa State,13,13,10,76.92
82,82,South Florida,13,15,10,66.67
83,82,East Carolina,12,15,10,66.67
84,82,Air Force,12,15,10,66.67
85,82,Boston College,12,15,10,66.67
86,82,Wisconsin,13,16,10,62.50
87,82,BYU,13,16,10,62.50
88,82,Ball State,12,17,10,58.82
89,82,Duke,13,17,10,58.82
90,82,Kent State,12,17,10,58.82
91,82,Pittsburgh,14,18,10,55.56
92,82,Western Michigan,13,18,10,55.56
93,82,Kansas State,12,18,10,55.56
94,82,Houston,13,18,10,55.56
95,82,Virginia,13,19,10,52.63
96,82,Eastern Michigan,13,19,10,52.63
97,82,Southern Mississippi,11,20,10,50.00
98,82,Oregon,13,21,10,47.62
99,82,Illinois,12,23,10,43.48
100,82,Louisville,12,23,10,43.48
101,82,USC,12,24,10,41.67
102,103,Marshall,13,15,11,73.33
103,103,Louisiana-Monroe,12,16,11,68.75
104,103,Texas State,12,17,11,64.71
105,103,San Diego State,13,17,11,64.71
106,103,Tennessee,12,17,11,64.71
107,103,Connecticut,12,17,11,64.71
108,103,Ohio,13,18,11,61.11
109,103,Nevada,13,18,11,61.11
110,103,Minnesota,13,20,11,55.00
111,103,California,13,21,11,52.38
112,103,Coastal Carolina,12,27,11,40.74
113,103,Nebraska,12,28,11,39.29
114,103,TCU,13,29,11,37.93
115,116,Tulane,13,17,12,70.59
116,116,Utah State,13,18,12,66.67
117,116,South Alabama,12,19,12,63.16
118,116,Miami (Florida),13,20,12,60.00
119,116,Georgia State,12,22,12,54.55
120,116,Akron,12,24,12,50.00
121,116,Navy,13,24,12,50.00
122,123,Troy,13,19,13,68.42
123,123,Florida State,12,22,13,59.09
124,123,Cincinnati,13,23,13,56.52
125,123,Penn State,13,24,13,54.17
126,123,Georgia Tech,13,33,13,39.39
127,128,Massachusetts,12,22,14,63.64
128,128,Utah,14,22,14,63.64
129,128,Tulsa,12,22,14,63.64
